Timestamp,Water Level (m),Battery (%),Sensor Status
2024-05-24 18:00:00,13.74,78.66,normal
2024-05-25 00:00:00,14.54,53.36,normal
2024-05-25 06:00:00,11.01,70.96,normal
2024-05-25 12:00:00,13.34,61.43,normal
2024-05-25 18:00:00,12.27,59.49,normal
2024-05-26 00:00:00,12.44,63.48,normal
2024-05-26 06:00:00,12.59,72.28,normal
2024-05-26 12:00:00,11.25,63.32,normal
2024-05-26 18:00:00,12.18,82.36,normal
2024-05-27 00:00:00,12.33,52.77,normal
2024-05-27 06:00:00,14.76,64.38,normal
2024-05-27 12:00:00,14.92,74.48,normal
2024-05-27 18:00:00,14.64,67.84,normal
2024-05-28 00:00:00,15.0,56.31,normal
2024-05-28 06:00:00,14.22,61.21,normal
2024-05-28 12:00:00,13.21,63.57,normal
2024-05-28 18:00:00,10.13,81.88,normal
2024-05-29 00:00:00,13.22,53.78,normal
2024-05-29 06:00:00,13.89,74.81,normal
2024-05-29 12:00:00,11.12,95.91,normal
2024-05-29 18:00:00,14.97,96.34,normal
2024-05-30 00:00:00,14.94,70.26,normal
2024-05-30 06:00:00,12.56,88.2,normal
2024-05-30 12:00:00,12.97,95.21,normal
2024-05-30 18:00:00,13.49,58.83,normal
2024-05-31 00:00:00,11.7,68.4,normal
2024-05-31 06:00:00,12.46,71.36,faulty
2024-05-31 12:00:00,13.7,62.11,normal
2024-05-31 18:00:00,11.36,73.17,faulty
2024-06-01 00:00:00,14.55,91.8,normal
2024-06-01 06:00:00,10.56,93.63,normal
2024-06-01 12:00:00,13.08,53.45,normal
2024-06-01 18:00:00,10.27,52.96,normal
2024-06-02 00:00:00,12.98,64.45,normal
2024-06-02 06:00:00,14.72,70.52,normal
2024-06-02 12:00:00,11.19,85.52,normal
2024-06-02 18:00:00,14.92,97.87,normal
2024-06-03 00:00:00,11.7,66.3,normal
2024-06-03 06:00:00,13.97,67.77,normal
2024-06-03 12:00:00,12.33,77.39,normal
2024-06-03 18:00:00,11.33,66.13,normal
2024-06-04 00:00:00,13.34,65.72,normal
2024-06-04 06:00:00,14.66,98.15,normal
2024-06-04 12:00:00,14.43,60.66,normal
2024-06-04 18:00:00,14.57,59.21,normal
2024-06-05 00:00:00,13.3,96.0,normal
2024-06-05 06:00:00,13.98,63.27,normal
2024-06-05 12:00:00,12.83,86.09,normal
2024-06-05 18:00:00,11.55,76.07,faulty
2024-06-06 00:00:00,11.84,68.18,normal
2024-06-06 06:00:00,10.67,53.08,normal
2024-06-06 12:00:00,13.64,50.97,normal
2024-06-06 18:00:00,12.09,85.28,normal
2024-06-07 00:00:00,12.0,94.77,normal
2024-06-07 06:00:00,11.49,77.1,normal
2024-06-07 12:00:00,12.25,58.65,normal
2024-06-07 18:00:00,12.09,79.28,normal
2024-06-08 00:00:00,14.23,50.01,normal
2024-06-08 06:00:00,12.95,69.35,normal
2024-06-08 12:00:00,12.95,85.06,normal
2024-06-08 18:00:00,13.2,87.91,normal
2024-06-09 00:00:00,13.62,60.91,normal
2024-06-09 06:00:00,13.31,50.66,normal
2024-06-09 12:00:00,13.92,53.32,normal
2024-06-09 18:00:00,11.2,82.54,faulty
2024-06-10 00:00:00,13.06,96.48,normal
2024-06-10 06:00:00,11.64,96.21,normal
2024-06-10 12:00:00,11.34,98.15,normal
2024-06-10 18:00:00,13.42,86.96,normal
2024-06-11 00:00:00,13.16,56.32,faulty
2024-06-11 06:00:00,12.64,78.72,normal
2024-06-11 12:00:00,13.47,59.59,normal
2024-06-11 18:00:00,14.22,80.37,normal
2024-06-12 00:00:00,12.14,53.24,normal
2024-06-12 06:00:00,13.48,74.13,normal
2024-06-12 12:00:00,14.1,72.55,normal
2024-06-12 18:00:00,10.89,93.3,normal
2024-06-13 00:00:00,11.14,80.89,normal
2024-06-13 06:00:00,12.89,87.29,normal
2024-06-13 12:00:00,13.47,90.52,normal
2024-06-13 18:00:00,13.85,89.6,normal
2024-06-14 00:00:00,11.41,55.51,normal
2024-06-14 06:00:00,10.95,52.16,normal
2024-06-14 12:00:00,14.35,92.67,normal
2024-06-14 18:00:00,14.49,83.51,normal
2024-06-15 00:00:00,10.93,98.63,normal
2024-06-15 06:00:00,13.68,56.87,normal
2024-06-15 12:00:00,11.22,69.96,normal
2024-06-15 18:00:00,10.93,82.03,normal
2024-06-16 00:00:00,12.62,63.33,normal
2024-06-16 06:00:00,12.6,53.18,normal
2024-06-16 12:00:00,14.2,69.85,normal
2024-06-16 18:00:00,13.46,75.21,normal
2024-06-17 00:00:00,13.92,96.21,normal
2024-06-17 06:00:00,13.46,72.6,normal
2024-06-17 12:00:00,12.95,75.77,normal
2024-06-17 18:00:00,12.69,84.58,normal
2024-06-18 00:00:00,10.14,61.94,normal
2024-06-18 06:00:00,14.93,85.72,normal
2024-06-18 12:00:00,11.04,79.76,normal
2024-06-18 18:00:00,10.73,87.2,normal
2024-06-19 00:00:00,13.83,90.62,normal
2024-06-19 06:00:00,10.18,94.6,normal
2024-06-19 12:00:00,13.33,97.94,normal
2024-06-19 18:00:00,12.73,59.53,normal
2024-06-20 00:00:00,13.8,96.7,normal
2024-06-20 06:00:00,14.19,53.24,normal
2024-06-20 12:00:00,14.48,69.1,normal
2024-06-20 18:00:00,11.55,99.78,normal
2024-06-21 00:00:00,14.08,69.28,normal
2024-06-21 06:00:00,13.05,77.47,normal
2024-06-21 12:00:00,14.16,82.75,normal
2024-06-21 18:00:00,11.63,86.73,normal
2024-06-22 00:00:00,11.24,59.79,normal
2024-06-22 06:00:00,13.29,75.3,normal
2024-06-22 12:00:00,11.0,94.58,normal
2024-06-22 18:00:00,14.27,50.06,normal
2024-06-23 00:00:00,11.36,51.35,normal
2024-06-23 06:00:00,12.14,74.41,normal
2024-06-23 12:00:00,10.51,66.26,normal
2024-06-23 18:00:00,10.17,81.86,normal
2024-06-24 00:00:00,13.07,56.69,normal
2024-06-24 06:00:00,13.73,86.26,normal
2024-06-24 12:00:00,11.0,62.64,normal
2024-06-24 18:00:00,14.72,66.07,normal
2024-06-25 00:00:00,11.29,99.67,normal
2024-06-25 06:00:00,11.22,56.49,normal
2024-06-25 12:00:00,11.43,58.59,normal
2024-06-25 18:00:00,13.3,93.81,normal
2024-06-26 00:00:00,11.76,80.3,normal
2024-06-26 06:00:00,12.99,51.97,normal
2024-06-26 12:00:00,13.73,76.98,normal
2024-06-26 18:00:00,13.94,73.45,normal
2024-06-27 00:00:00,11.04,88.92,normal
2024-06-27 06:00:00,10.7,90.97,normal
2024-06-27 12:00:00,13.72,67.83,normal
2024-06-27 18:00:00,12.27,99.16,normal
2024-06-28 00:00:00,10.97,52.12,normal
2024-06-28 06:00:00,10.98,52.74,normal
2024-06-28 12:00:00,14.96,96.17,normal
2024-06-28 18:00:00,10.14,92.49,normal
2024-06-29 00:00:00,13.5,76.94,normal
2024-06-29 06:00:00,14.62,63.14,normal
2024-06-29 12:00:00,11.23,84.01,normal
2024-06-29 18:00:00,12.24,99.62,normal
2024-06-30 00:00:00,10.92,50.58,normal
2024-06-30 06:00:00,12.82,67.4,normal
2024-06-30 12:00:00,11.11,92.48,normal
2024-06-30 18:00:00,12.29,86.93,normal
2024-07-01 00:00:00,11.31,68.08,normal
2024-07-01 06:00:00,10.13,95.4,normal
2024-07-01 12:00:00,11.6,76.57,normal
2024-07-01 18:00:00,14.32,95.81,normal
2024-07-02 00:00:00,10.67,89.97,normal
2024-07-02 06:00:00,13.36,84.63,normal
2024-07-02 12:00:00,14.04,89.11,normal
2024-07-02 18:00:00,11.2,85.43,normal
2024-07-03 00:00:00,12.11,83.61,normal
2024-07-03 06:00:00,11.82,85.04,normal
2024-07-03 12:00:00,14.31,67.12,normal
2024-07-03 18:00:00,14.92,58.56,normal
2024-07-04 00:00:00,13.34,71.73,normal
2024-07-04 06:00:00,13.49,79.51,normal
2024-07-04 12:00:00,12.58,50.01,normal
2024-07-04 18:00:00,14.76,64.25,normal
2024-07-05 00:00:00,11.18,74.86,normal
2024-07-05 06:00:00,14.23,59.15,normal
2024-07-05 12:00:00,14.91,86.19,normal
2024-07-05 18:00:00,13.39,65.6,normal
2024-07-06 00:00:00,10.17,50.33,normal
2024-07-06 06:00:00,11.67,86.38,normal
2024-07-06 12:00:00,10.17,90.5,normal
2024-07-06 18:00:00,14.61,66.44,normal
2024-07-07 00:00:00,14.94,74.72,normal
2024-07-07 06:00:00,12.57,75.74,normal
2024-07-07 12:00:00,14.92,63.89,normal
2024-07-07 18:00:00,10.22,81.65,normal
2024-07-08 00:00:00,10.38,72.06,normal
2024-07-08 06:00:00,13.8,89.33,normal
2024-07-08 12:00:00,11.19,55.41,normal
2024-07-08 18:00:00,12.56,52.79,normal
2024-07-09 00:00:00,11.05,50.22,normal
2024-07-09 06:00:00,13.74,72.09,normal
2024-07-09 12:00:00,10.03,97.34,normal
2024-07-09 18:00:00,12.68,94.08,normal
2024-07-10 00:00:00,11.42,63.33,normal
2024-07-10 06:00:00,14.01,56.83,normal
2024-07-10 12:00:00,10.62,72.86,normal
2024-07-10 18:00:00,12.84,62.79,normal
2024-07-11 00:00:00,14.15,68.77,normal
2024-07-11 06:00:00,10.26,94.38,normal
2024-07-11 12:00:00,13.11,93.16,faulty
2024-07-11 18:00:00,12.7,72.62,normal
2024-07-12 00:00:00,12.56,62.07,normal
2024-07-12 06:00:00,14.34,55.96,normal
2024-07-12 12:00:00,14.39,60.03,normal
2024-07-12 18:00:00,12.7,55.86,normal
2024-07-13 00:00:00,11.49,56.74,normal
2024-07-13 06:00:00,10.05,97.44,normal
2024-07-13 12:00:00,11.12,56.99,normal
2024-07-13 18:00:00,11.07,88.79,normal
2024-07-14 00:00:00,13.8,97.11,faulty
2024-07-14 06:00:00,13.9,96.21,normal
2024-07-14 12:00:00,14.28,97.99,normal
2024-07-14 18:00:00,10.45,55.31,faulty
2024-07-15 00:00:00,14.84,74.58,normal
2024-07-15 06:00:00,14.17,99.87,normal
2024-07-15 12:00:00,10.33,56.1,normal
2024-07-15 18:00:00,11.49,64.4,normal
2024-07-16 00:00:00,11.67,76.18,normal
2024-07-16 06:00:00,11.73,61.28,normal
2024-07-16 12:00:00,13.6,82.56,normal
2024-07-16 18:00:00,14.27,71.78,normal
2024-07-17 00:00:00,10.42,70.26,normal
2024-07-17 06:00:00,12.73,88.08,normal
2024-07-17 12:00:00,11.04,52.53,normal
2024-07-17 18:00:00,12.61,83.09,normal
2024-07-18 00:00:00,13.5,52.05,normal
2024-07-18 06:00:00,10.15,52.07,normal
2024-07-18 12:00:00,11.34,93.35,normal
2024-07-18 18:00:00,11.9,63.29,normal
2024-07-19 00:00:00,12.59,58.24,faulty
2024-07-19 06:00:00,12.53,74.03,normal
2024-07-19 12:00:00,10.39,92.04,normal
2024-07-19 18:00:00,11.16,88.75,normal
2024-07-20 00:00:00,14.11,54.39,normal
2024-07-20 06:00:00,11.48,98.8,normal
2024-07-20 12:00:00,10.07,70.02,normal
2024-07-20 18:00:00,14.49,64.78,normal
2024-07-21 00:00:00,10.67,82.17,normal
2024-07-21 06:00:00,11.15,84.73,normal
2024-07-21 12:00:00,13.18,76.87,normal
2024-07-21 18:00:00,11.42,69.37,normal
2024-07-22 00:00:00,13.99,68.34,normal
2024-07-22 06:00:00,11.94,86.71,normal
2024-07-22 12:00:00,13.27,75.47,normal
2024-07-22 18:00:00,10.5,85.54,normal
2024-07-23 00:00:00,10.61,69.09,normal
2024-07-23 06:00:00,10.16,52.12,normal
2024-07-23 12:00:00,13.67,58.62,normal
2024-07-23 18:00:00,14.79,61.72,normal
2024-07-24 00:00:00,12.88,90.01,normal
2024-07-24 06:00:00,10.2,53.98,normal
2024-07-24 12:00:00,14.31,56.52,normal
2024-07-24 18:00:00,13.25,57.67,normal
2024-07-25 00:00:00,11.85,80.1,normal
2024-07-25 06:00:00,13.02,69.55,normal
2024-07-25 12:00:00,10.41,74.05,normal
2024-07-25 18:00:00,14.94,64.3,normal
2024-07-26 00:00:00,13.18,66.27,normal
2024-07-26 06:00:00,13.74,84.32,normal
2024-07-26 12:00:00,10.52,80.82,normal
2024-07-26 18:00:00,11.75,97.17,normal
2024-07-27 00:00:00,14.48,58.25,normal
2024-07-27 06:00:00,14.68,51.68,normal
2024-07-27 12:00:00,11.12,79.75,faulty
2024-07-27 18:00:00,13.58,64.0,normal
2024-07-28 00:00:00,10.8,86.92,normal
2024-07-28 06:00:00,12.62,59.46,faulty
2024-07-28 12:00:00,13.53,90.75,normal
2024-07-28 18:00:00,11.57,95.82,normal
2024-07-29 00:00:00,11.75,76.8,normal
2024-07-29 06:00:00,11.01,72.99,normal
2024-07-29 12:00:00,12.38,98.04,normal
2024-07-29 18:00:00,13.92,88.19,normal
2024-07-30 00:00:00,10.28,80.71,normal
2024-07-30 06:00:00,10.7,95.56,faulty
2024-07-30 12:00:00,14.16,57.55,normal
2024-07-30 18:00:00,10.66,72.69,normal
2024-07-31 00:00:00,12.12,88.32,normal
2024-07-31 06:00:00,12.08,91.76,normal
2024-07-31 12:00:00,12.87,96.35,normal
2024-07-31 18:00:00,14.87,73.4,normal
2024-08-01 00:00:00,14.08,50.95,normal
2024-08-01 06:00:00,11.43,54.94,normal
2024-08-01 12:00:00,10.66,95.19,normal
2024-08-01 18:00:00,14.78,63.76,normal
2024-08-02 00:00:00,14.95,85.26,normal
2024-08-02 06:00:00,11.28,93.68,normal
2024-08-02 12:00:00,14.84,66.41,faulty
2024-08-02 18:00:00,11.92,99.73,normal
2024-08-03 00:00:00,14.42,78.68,normal
2024-08-03 06:00:00,13.61,80.3,normal
2024-08-03 12:00:00,11.32,64.39,normal
2024-08-03 18:00:00,11.97,94.11,normal
2024-08-04 00:00:00,11.54,69.13,normal
2024-08-04 06:00:00,12.65,64.41,normal
2024-08-04 12:00:00,10.41,55.54,normal
2024-08-04 18:00:00,13.97,81.15,normal
2024-08-05 00:00:00,10.92,96.56,normal
2024-08-05 06:00:00,13.6,70.18,normal
2024-08-05 12:00:00,14.08,78.08,normal
2024-08-05 18:00:00,12.65,68.75,normal
2024-08-06 00:00:00,13.26,66.56,normal
2024-08-06 06:00:00,11.7,87.84,normal
2024-08-06 12:00:00,12.84,57.03,normal
2024-08-06 18:00:00,10.17,80.72,normal
2024-08-07 00:00:00,14.2,62.99,normal
2024-08-07 06:00:00,10.24,82.34,faulty
2024-08-07 12:00:00,11.03,51.88,normal
2024-08-07 18:00:00,13.81,68.48,faulty
2024-08-08 00:00:00,10.17,88.2,normal
2024-08-08 06:00:00,14.13,75.1,normal
2024-08-08 12:00:00,14.08,85.64,normal
2024-08-08 18:00:00,13.98,95.22,normal
2024-08-09 00:00:00,11.89,63.12,normal
2024-08-09 06:00:00,10.62,99.52,normal
2024-08-09 12:00:00,13.59,80.97,normal
2024-08-09 18:00:00,14.76,78.03,normal
2024-08-10 00:00:00,11.34,72.47,normal
2024-08-10 06:00:00,14.92,80.44,normal
2024-08-10 12:00:00,11.48,70.08,normal
2024-08-10 18:00:00,11.77,68.2,normal
2024-08-11 00:00:00,11.53,64.81,normal
2024-08-11 06:00:00,13.48,68.41,normal
2024-08-11 12:00:00,14.9,90.35,normal
2024-08-11 18:00:00,11.27,74.19,normal
2024-08-12 00:00:00,12.38,90.77,faulty
2024-08-12 06:00:00,12.51,63.16,normal
2024-08-12 12:00:00,10.57,62.32,normal
2024-08-12 18:00:00,11.93,71.45,normal
2024-08-13 00:00:00,13.92,58.2,normal
2024-08-13 06:00:00,14.74,90.76,normal
2024-08-13 12:00:00,12.71,77.41,normal
2024-08-13 18:00:00,14.48,97.38,normal
2024-08-14 00:00:00,13.8,67.7,normal
2024-08-14 06:00:00,11.22,51.57,normal
2024-08-14 12:00:00,11.13,78.28,normal
2024-08-14 18:00:00,12.83,87.78,normal
2024-08-15 00:00:00,14.32,59.8,normal
2024-08-15 06:00:00,10.07,73.96,normal
2024-08-15 12:00:00,14.45,73.9,normal
2024-08-15 18:00:00,12.81,71.76,normal
2024-08-16 00:00:00,11.38,62.11,normal
2024-08-16 06:00:00,11.28,70.96,normal
2024-08-16 12:00:00,10.42,89.77,normal
2024-08-16 18:00:00,14.11,70.22,normal
2024-08-17 00:00:00,13.37,83.17,normal
2024-08-17 06:00:00,13.48,59.07,normal
2024-08-17 12:00:00,10.4,89.94,normal
2024-08-17 18:00:00,14.26,68.64,normal
2024-08-18 00:00:00,12.94,73.52,normal
2024-08-18 06:00:00,10.79,69.66,normal
2024-08-18 12:00:00,12.96,76.31,faulty
2024-08-18 18:00:00,11.21,76.59,normal
2024-08-19 00:00:00,14.18,80.36,normal
2024-08-19 06:00:00,10.76,86.79,normal
2024-08-19 12:00:00,12.39,85.28,normal
2024-08-19 18:00:00,10.9,60.42,normal
2024-08-20 00:00:00,11.36,90.25,normal
2024-08-20 06:00:00,12.06,96.12,normal
2024-08-20 12:00:00,12.89,89.0,normal
2024-08-20 18:00:00,12.09,78.17,normal
2024-08-21 00:00:00,14.75,59.13,faulty
2024-08-21 06:00:00,11.45,95.11,normal
2024-08-21 12:00:00,12.02,64.49,normal
2024-08-21 18:00:00,14.09,60.37,normal
2024-08-22 00:00:00,12.21,51.99,normal
2024-08-22 06:00:00,13.8,69.57,normal
2024-08-22 12:00:00,13.07,81.15,faulty
2024-08-22 18:00:00,14.21,95.62,normal
2024-08-23 00:00:00,14.18,90.87,normal
2024-08-23 06:00:00,13.26,75.42,normal
2024-08-23 12:00:00,13.56,70.74,normal
2024-08-23 18:00:00,11.23,66.59,normal
2024-08-24 00:00:00,13.83,59.07,normal
2024-08-24 06:00:00,13.8,70.31,normal
2024-08-24 12:00:00,10.07,79.13,normal
2024-08-24 18:00:00,12.02,95.25,normal
2024-08-25 00:00:00,11.05,96.76,normal
2024-08-25 06:00:00,12.57,84.73,normal
2024-08-25 12:00:00,11.13,98.02,normal
2024-08-25 18:00:00,10.35,52.11,normal
2024-08-26 00:00:00,12.16,98.34,normal
2024-08-26 06:00:00,10.07,83.15,normal
2024-08-26 12:00:00,13.33,59.78,normal
2024-08-26 18:00:00,10.05,78.45,normal
2024-08-27 00:00:00,10.19,86.82,normal
2024-08-27 06:00:00,12.61,51.17,normal
2024-08-27 12:00:00,12.9,53.08,normal
2024-08-27 18:00:00,12.66,77.1,normal
2024-08-28 00:00:00,12.07,87.23,normal
2024-08-28 06:00:00,11.73,94.42,normal
2024-08-28 12:00:00,14.01,95.41,normal
2024-08-28 18:00:00,10.14,54.87,normal
2024-08-29 00:00:00,10.87,96.96,normal
2024-08-29 06:00:00,14.39,94.66,normal
2024-08-29 12:00:00,10.8,94.24,normal
2024-08-29 18:00:00,12.25,98.32,normal
2024-08-30 00:00:00,11.7,56.68,normal
2024-08-30 06:00:00,14.99,72.16,normal
2024-08-30 12:00:00,11.23,70.19,normal
2024-08-30 18:00:00,10.6,54.49,faulty
2024-08-31 00:00:00,14.1,87.6,normal
2024-08-31 06:00:00,14.5,62.71,normal
2024-08-31 12:00:00,12.95,92.29,normal
2024-08-31 18:00:00,12.39,88.38,normal
2024-09-01 00:00:00,12.68,75.53,normal
2024-09-01 06:00:00,10.53,71.03,normal
2024-09-01 12:00:00,12.24,57.13,normal
2024-09-01 18:00:00,14.01,88.39,normal
2024-09-02 00:00:00,13.99,81.53,normal
2024-09-02 06:00:00,12.97,57.11,normal
2024-09-02 12:00:00,13.49,73.82,normal
2024-09-02 18:00:00,14.38,51.32,faulty
2024-09-03 00:00:00,13.46,67.54,normal
2024-09-03 06:00:00,14.99,51.92,normal
2024-09-03 12:00:00,14.74,76.25,normal
2024-09-03 18:00:00,12.77,78.3,normal
2024-09-04 00:00:00,14.16,96.59,normal
2024-09-04 06:00:00,12.92,86.69,normal
2024-09-04 12:00:00,12.2,81.46,normal
2024-09-04 18:00:00,10.38,92.88,normal
2024-09-05 00:00:00,10.47,52.22,normal
2024-09-05 06:00:00,13.68,69.49,normal
2024-09-05 12:00:00,14.33,72.62,normal
2024-09-05 18:00:00,14.95,90.69,normal
2024-09-06 00:00:00,10.87,98.48,normal
2024-09-06 06:00:00,12.71,83.39,normal
2024-09-06 12:00:00,10.01,68.99,normal
2024-09-06 18:00:00,14.83,52.39,normal
2024-09-22 12:00,12.0,50.0,normal
2024-09-22 12:00,12.0,15.0,normal
